SGG_NM,BJDONG_NM,HOUSE_TYPE,PRICE_PER,CENTER_LONG,CENTER_LATI
서대문구,홍은동,연립다세대,1577.214287772214,126.9385709042098,37.59302549117553
서대문구,홍제동,연립다세대,2802.3126377655976,126.94895107306588,37.58707668244387
서초구,내곡동,연립다세대,3233.4661643240106,127.0767406910146,37.458149770465056
서초구,반포동,연립다세대,5128.306605254494,127.00076347605462,37.50396464822147
서초구,방배동,연립다세대,5605.666813192214,126.99311799562292,37.47949267195766
서초구,서초동,연립다세대,4283.862562978263,127.01680535750032,37.48837476066834
서초구,신원동,연립다세대,2659.398144448506,127.06217060245564,37.4440741995561
서초구,양재동,연립다세대,4157.020387596537,127.03742173850948,37.47196936465512
서초구,우면동,연립다세대,3349.221340513823,127.01794436004808,37.46593428048647
서초구,잠원동,연립다세대,3920.775171585728,127.00909158692494,37.51510276517586
성동구,금호동1가,연립다세대,2239.8809325968186,127.0249946141967,37.55356062877322
성동구,금호동2가,연립다세대,3067.0711349086137,127.02041492867168,37.55303985493152
성동구,금호동3가,연립다세대,4512.848679806262,127.01955708315214,37.549892457775286
성동구,금호동4가,연립다세대,5154.419192329364,127.024301485942,37.545465930717256
성동구,도선동,연립다세대,3384.480588426206,127.03355005061894,37.56381115501381
성동구,마장동,연립다세대,3238.7503999722785,127.04074278864152,37.567364209303
성동구,사근동,연립다세대,3057.2409336984456,127.04760047694192,37.55890772349832
성동구,성수동1가,연립다세대,5121.03535856953,127.04282053255558,37.54361013482139
성동구,성수동2가,연립다세대,11183.284647739963,127.0566360208888,37.5406864075005
성동구,송정동,연립다세대,3548.9455887472523,127.0620787208393,37.553179752690966
성동구,옥수동,연립다세대,2302.119209175197,127.02058997393202,37.540887663500186
성동구,용답동,연립다세대,4008.1949003109044,127.0563597635983,37.56146709144105
성동구,응봉동,연립다세대,2411.476211672895,127.03380803625718,37.550887159014245
성동구,하왕십리동,연립다세대,3332.7076935927594,127.0280249710694,37.56398726679418
성동구,행당동,연립다세대,4424.6435115064705,127.03598863989598,37.55762723715426
성동구,홍익동,연립다세대,3709.835625149952,127.03234853205322,37.56649089343599
성북구,길음동,연립다세대,2039.8947133126767,127.0221422467614,37.60859152447063
성북구,돈암동,연립다세대,2594.2229024537332,127.0182784560044,37.59779444774695
성북구,동선동2가,연립다세대,1666.3801839319797,127.02002168547628,37.590179035535975
성북구,동선동3가,연립다세대,2597.0601710488863,127.02068356837148,37.5939320490987
성북구,동선동4가,연립다세대,2614.4186795810683,127.01862413506754,37.59519640054105
성북구,동선동5가,연립다세대,1730.6662780106528,127.01666926862214,37.596286610248455
성북구,동소문동1가,연립다세대,2178.4162398122717,127.00726437124564,37.590039325998234
성북구,동소문동4가,연립다세대,2029.4840964395742,127.01065603977528,37.59175708071464
성북구,동소문동6가,연립다세대,2222.2993423775138,127.01425561708612,37.59353155201267
성북구,동소문동7가,연립다세대,1464.8959336287523,127.01419803536376,37.59632605151137
성북구,보문동2가,연립다세대,1953.0143834422518,127.01823149269512,37.58575726756298
성북구,보문동4가,연립다세대,1480.428596866097,127.0213675518561,37.58291802529641
성북구,보문동5가,연립다세대,2498.584207835899,127.02008518496882,37.582398456646075
성북구,보문동6가,연립다세대,2326.808957402414,127.01886416937695,37.58039122012148
성북구,보문동7가,연립다세대,2394.6437905591906,127.0223785070424,37.579773680700086
성북구,삼선동1가,연립다세대,2124.1721103627265,127.0078933542153,37.5849131322796
성북구,삼선동2가,연립다세대,2740.209648407716,127.01137580783735,37.58387954805537
성북구,삼선동3가,연립다세대,2092.3824413645752,127.01306627243676,37.586543216665405
성북구,삼선동4가,연립다세대,2907.348201966278,127.01316770762286,37.5900247762906
성북구,삼선동5가,연립다세대,1749.1055737979486,127.01587788024752,37.588540827788385
성북구,상월곡동,연립다세대,2109.360162822263,127.04777420744264,37.6061701407617
성북구,석관동,연립다세대,2644.1485478070213,127.06148091611152,37.6082658183207
성북구,성북동,연립다세대,2973.822440153375,126.99291261828093,37.597245010994975
성북구,성북동1가,연립다세대,2161.9958807560834,127.00370311178123,37.58952568653537
성북구,안암동1가,연립다세대,1915.794996222718,127.02210700764752,37.58870611055133
성북구,안암동2가,연립다세대,2670.6406356101597,127.02318669915104,37.58690018393774
성북구,안암동3가,연립다세대,1972.9191019234047,127.0233367300506,37.58354634953801
성북구,안암동4가,연립다세대,2945.6831375930524,127.02466652458612,37.58068795862423
성북구,안암동5가,연립다세대,1624.7670837948638,127.02838532417744,37.58845682267109
성북구,장위동,연립다세대,2948.830053031556,127.04991549658914,37.61521889311376
성북구,정릉동,연립다세대,1703.9958799359079,126.99766937098944,37.615586951442225
성북구,종암동,연립다세대,2306.968358266673,127.03390334508477,37.59717389335986
성북구,하월곡동,연립다세대,2250.768543249474,127.03935699563534,37.60468156510123
송파구,가락동,연립다세대,2768.2821608730537,127.11840441939488,37.49568677990765
송파구,거여동,연립다세대,3068.254555748806,127.14497969053632,37.489726894027825
송파구,마천동,연립다세대,2983.865756886317,127.15275251791014,37.49848696830423
송파구,문정동,연립다세대,3042.410825783979,127.12255946532606,37.48558503611152
송파구,방이동,연립다세대,3082.9045612798795,127.12538894253488,37.51567462461493
송파구,삼전동,연립다세대,3067.5911865865605,127.09188803768618,37.50190204743216
송파구,석촌동,연립다세대,3189.961573640105,127.10251312460892,37.502726254178654
송파구,송파동,연립다세대,3241.718414063844,127.11354718758948,37.50510761154363
송파구,오금동,연립다세대,2740.106612459945,127.13402013341098,37.50400505475779
송파구,잠실동,연립다세대,3574.1672022613375,127.08339049764068,37.5119628280698
송파구,풍납동,연립다세대,2691.496226475574,127.1139970165966,37.53320666327234
양천구,목동,연립다세대,2263.9187288155185,126.874521339432,37.53604466340131
양천구,신월동,연립다세대,1971.9636973356469,126.83432123077874,37.52660593745799
양천구,신정동,연립다세대,2824.2746501879737,126.8557190417005,37.51519455087799
영등포구,당산동,연립다세대,2887.0798947046537,126.9040115706976,37.53642450483842
영등포구,당산동1가,연립다세대,4179.748410519413,126.8985127612387,37.52168456030789
영등포구,당산동2가,연립다세대,4404.619368301398,126.893705744736,37.52248372355299
영등포구,당산동3가,연립다세대,3348.8229172364986,126.89711351458064,37.52586213949938
영등포구,당산동4가,연립다세대,3611.257174924575,126.89913605068972,37.52903856574709
영등포구,당산동6가,연립다세대,3385.6613996970627,126.90288026026408,37.5346606208331
영등포구,대림동,연립다세대,3027.820600236598,126.900128911302,37.49542734758569
영등포구,도림동,연립다세대,2979.292744600135,126.90054204843766,37.50910124208346
영등포구,문래동1가,연립다세대,4900.681852128454,126.8970601169093,37.51228289803374
영등포구,문래동3가,연립다세대,3766.2550532892315,126.89571530396154,37.5172701913735
영등포구,문래동5가,연립다세대,3586.790760793609,126.88385584048704,37.516682920081536
영등포구,신길동,연립다세대,4079.6078678214403,126.91361404352892,37.506064430223205
영등포구,양평동1가,연립다세대,3982.88863485558,126.88869864627355,37.523190208593505
영등포구,양평동3가,연립다세대,2882.8787223305367,126.89104772041624,37.52903606607547
영등포구,양평동4가,연립다세대,3097.4797375443463,126.89615163446744,37.5363178277667
영등포구,양평동5가,연립다세대,3654.733949917637,126.89264505361884,37.539366659570625
영등포구,양평동6가,연립다세대,3217.5649742008386,126.8895728212249,37.542637630235106
영등포구,영등포동,연립다세대,3149.076480551744,126.90691319479248,37.51378577572174
영등포구,영등포동1가,연립다세대,3869.081158013871,126.91286680684452,37.517626418271384
영등포구,영등포동2가,연립다세대,3484.367926458268,126.9121946850571,37.520609857723166
영등포구,영등포동3가,연립다세대,5949.641221953746,126.9078989301965,37.518262914465
영등포구,영등포동4가,연립다세대,4979.205433634993,126.9035777653571,37.51789068880999
영등포구,영등포동5가,연립다세대,6429.860598907029,126.90668058866623,37.52107507205193
영등포구,영등포동6가,연립다세대,3593.506650252054,126.90307415213174,37.52163220111002
영등포구,영등포동7가,연립다세대,3163.085984800228,126.90711967736986,37.52429193122779
영등포구,영등포동8가,연립다세대,3159.421222595398,126.90529436924352,37.52829994600516
용산구,갈월동,연립다세대,12093.597537734642,126.97236574614853,37.54540641157512
용산구,남영동,연립다세대,7109.247311827957,126.97336209775143,37.54286180029602
용산구,동빙고동,연립다세대,10692.33259384623,126.99514525873006,37.524461611559005
용산구,동자동,연립다세대,3883.413146079538,126.97243131123344,37.552071769984664
용산구,보광동,연립다세대,12119.331981540394,127.00093636641196,37.526871808980935
용산구,산천동,연립다세대,2947.756072477829,126.95143524922042,37.5354857944641
용산구,서계동,연립다세대,5166.281566181814,126.9667991722266,37.55216608069694
용산구,서빙고동,연립다세대,8445.045489742823,126.99131142792916,37.51862166444776
용산구,신계동,연립다세대,6425.873959943274,126.9657739336505,37.535180512645795
용산구,신창동,연립다세대,6909.651384354706,126.95497810633758,37.53577367952522
용산구,용문동,연립다세대,4375.511585579069,126.95969085130466,37.53765917878438
용산구,용산동2가,연립다세대,3051.744538430225,126.98501900875516,37.54288619825783
용산구,원효로1가,연립다세대,8455.556032590737,126.96744687217809,37.53998055515266
용산구,원효로2가,연립다세대,6117.59731722862,126.96333967525436,37.53629745084032
용산구,원효로3가,연립다세대,7082.975407321132,126.95765932564396,37.534327056229394
용산구,원효로4가,연립다세대,8215.784708844107,126.95071627640822,37.53255077429333
용산구,이촌동,연립다세대,5070.144823495635,126.96653207983836,37.51745298057991
용산구,이태원동,연립다세대,4889.185525995749,126.9925227651108,37.53851001601468
용산구,주성동,연립다세대,9996.418901544883,126.9998219138566,37.52130228006352
용산구,청파동1가,연립다세대,4845.570893051877,126.96746849694227,37.548792041386974
용산구,청파동2가,연립다세대,4360.158572787112,126.9662426092252,37.54600826479549
용산구,청파동3가,연립다세대,5689.209329098224,126.96711162093077,37.543255901769236
용산구,한강로1가,연립다세대,3866.1782886782885,126.97302173220744,37.536077500492596
용산구,한강로2가,연립다세대,6167.016395357024,126.96859828583578,37.531541330889866
용산구,한강로3가,연립다세대,8833.27685088634,126.96219181979669,37.52766829781342
용산구,한남동,연립다세대,8717.818483029449,127.00517887965913,37.537542548151926
용산구,효창동,연립다세대,5251.860926062968,126.96097111390652,37.542824394635765
용산구,후암동,연립다세대,4168.153486710942,126.980622771398,37.54990199731986
은평구,갈현동,연립다세대,2151.59406507936,126.91357868388484,37.62154267658806
은평구,구산동,연립다세대,2004.1054156285597,126.90731080703928,37.611072602353374
은평구,녹번동,연립다세대,3017.4424927137147,126.93458290540777,37.605309755631055
은평구,대조동,연립다세대,2390.1448933737693,126.92315293702484,37.61225609331376
은평구,불광동,연립다세대,2419.250149777074,126.9355775268644,37.619155862149974
은평구,수색동,연립다세대,4078.5425583962965,126.8945465125158,37.585573481118566
은평구,신사동,연립다세대,1867.8298827129981,126.9072033689634,37.59561341565446
은평구,역촌동,연립다세대,1878.4529277741806,126.91462526557598,37.6045776295367
은평구,응암동,연립다세대,2145.4136608318486,126.9231250595101,37.59383528652553
은평구,증산동,연립다세대,3621.5884542384156,126.90596446730832,37.584168127045594
은평구,진관동,연립다세대,3517.3313737305825,126.93782346490224,37.63967722434144
종로구,가회동,연립다세대,3208.789367465434,126.98484153469136,37.58268347207925
종로구,계동,연립다세대,2721.9117319280685,126.9869298037264,37.582351846324634
종로구,관수동,연립다세대,3339.19191919192,126.99047530198672,37.569076539627034
종로구,구기동,연립다세대,2331.4024971072163,126.95927536040698,37.619378239513765
종로구,누상동,연립다세대,2083.31331443443,126.96273702005308,37.58039872906021
종로구,동숭동,연립다세대,1632.676370865255,127.00487909862032,37.581403921847574
종로구,명륜1가,연립다세대,2812.5369990572485,126.99748755409696,37.58911429431966
종로구,명륜2가,연립다세대,2049.774252921378,126.99904129388828,37.58470007701993
종로구,명륜3가,연립다세대,1332.389783782212,126.99314729461652,37.58822121021423
종로구,명륜4가,연립다세대,2057.5746643531693,126.9998816334622,37.58223245425522
종로구,부암동,연립다세대,1970.3537127811353,126.96559042130346,37.59476324556175
종로구,사직동,연립다세대,3778.1013547726884,126.9659572423807,37.57541165584238
종로구,삼청동,연립다세대,1620.168277885267,126.98100988457196,37.59075470415767
종로구,숭인동,연립다세대,1861.5903729306217,127.01894561605954,37.575574096780194
종로구,신교동,연립다세대,1851.4234194961527,126.96794151918256,37.58450634891726
종로구,신문로2가,연립다세대,5841.193912583326,126.96922532735066,37.57086963187709
종로구,신영동,연립다세대,2213.19333898688,126.96183780823505,37.60252000546712
종로구,연건동,연립다세대,1707.3174696052736,126.99969439117476,37.57870344083053
종로구,옥인동,연립다세대,2394.712430675117,126.96341008149724,37.58353853364109
종로구,원서동,연립다세대,1974.3500592381436,126.98826331318952,37.58392421013851
종로구,이화동,연립다세대,2755.8830302985057,127.00563300102678,37.5772404917289
종로구,창성동,연립다세대,2829.6268556907853,126.97247438320996,37.58056045161147
종로구,창신동,연립다세대,3106.657735429434,127.0124485787116,37.57540762160564
종로구,청운동,연립다세대,3165.475527990471,126.96932389009248,37.58920545163482
종로구,체부동,연립다세대,2996.0540992749584,126.97087303204206,37.57759349965921
종로구,충신동,연립다세대,4221.425546895285,127.00596199280643,37.57495880238612
종로구,통의동,연립다세대,3287.951122477977,126.97286981564724,37.57807740683369
종로구,통인동,연립다세대,2573.083765752409,126.97021938727214,37.580161372443214
종로구,평창동,연립다세대,2245.6217934500296,126.9745007230845,37.61302930533325
종로구,필운동,연립다세대,2020.336307664463,126.9681452560928,37.577299434811856
종로구,행촌동,연립다세대,2232.783476311914,126.96262743980544,37.57368012492684
종로구,혜화동,연립다세대,2711.852102996986,127.00175479474866,37.58781302311143
종로구,홍지동,연립다세대,1560.2279667124149,126.9564818138634,37.60085595551893
종로구,홍파동,연립다세대,2715.4160042395333,126.9639856866014,37.57115083713443
종로구,효자동,연립다세대,2243.004489167812,126.97195272945544,37.58266755624465
중구,남산동2가,연립다세대,1082.6011695906432,126.985787581769,37.558591578754445
중구,남창동,연립다세대,2744.4870527772287,126.9776216378925,37.55807987885562
중구,만리동1가,연립다세대,1699.3831267009373,126.96731339486176,37.556165631539976
중구,묵정동,연립다세대,3044.222373806276,127.00056275311572,37.5613464731871
중구,신당동,연립다세대,2722.0765607575468,127.01366961097342,37.55791053163123
중구,쌍림동,연립다세대,4590.363712438595,127.004242596513,37.563529241584455
중구,예장동,연립다세대,2972.2766610856033,126.9901170625273,37.555221644384424
중구,을지로6가,연립다세대,3399.9153024911034,127.00688418736875,37.5677831215302
중구,장충동1가,연립다세대,3305.9362792351594,127.00758681225786,37.560980126965134
중구,장충동2가,연립다세대,2109.766445324008,127.00058989169148,37.554994794730405
중구,중림동,연립다세대,3933.8637480138286,126.96633643082674,37.558836213000575
중구,필동2가,연립다세대,3474.572044963213,126.9947217345554,37.55877226962126
중구,필동3가,연립다세대,3351.548193851782,126.99702176604552,37.55851623655044
중구,황학동,연립다세대,2507.2589768579505,127.02083852573874,37.56854521188203
중구,회현동1가,연립다세대,3023.577556259472,126.98151449399457,37.556510312046015
중랑구,망우동,연립다세대,2337.6570272271306,127.10632857277436,37.599587276102184
중랑구,면목동,연립다세대,2843.3677272113405,127.08921892289165,37.58237609941504
중랑구,묵동,연립다세대,2175.6245275621777,127.07974156439344,37.612713124313935
중랑구,상봉동,연립다세대,2928.7057619357934,127.08712030165584,37.59847694715502
중랑구,신내동,연립다세대,2016.7122974626004,127.10080876635266,37.61260284187596
중랑구,중화동,연립다세대,2594.996253005755,127.07814676117592,37.6005014515641
